Player,Nation,Pos,Team,League,Age,Height,Weight,Overall,Potential,TotalStats,BaseStats,BestPosition,ValueEUR,WageEUR,ClubNumber,PreferredFoot,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
Manuel Lazzari,ITA,DF,Lazio,Serie A,25.0,174,67,81,82,1940,427,RM,21000000,70000,29.0,Right,1,3,3,High,High,89,62,77,82,54,63,83,67,44,77,59,82,68,58,75,81,91,87,85,77,89,53,39,86,56,57,56,55,74,77,55,76,61,53,48
Manuel Locatelli,ITA,MF,Sassuolo,Serie A,21.0,180,70,78,84,1983,416,CDM,13000000,27000,73.0,Right,1,3,3,Medium,Medium,57,64,75,74,77,69,72,54,68,79,64,75,66,60,77,79,56,58,65,73,56,76,57,72,68,75,70,79,57,77,60,68,78,78,75
Marc Bartra,ESP,DF,Betis,La Liga,28.0,184,73,80,80,2044,432,CB,12500000,29000,5.0,Right,3,3,3,High,Medium,72,61,72,73,80,74,57,55,78,79,43,70,66,51,79,78,73,72,71,82,73,73,88,69,73,68,77,83,61,75,52,76,79,81,80
Marc Cucurella,ESP,MF,Getafe,La Liga,21.0,172,66,81,89,2107,453,LM,26500000,28000,15.0,Left,1,3,3,High,Medium,81,67,78,80,73,74,80,67,57,81,55,79,78,48,79,80,80,81,78,82,84,73,77,88,66,65,76,73,79,78,47,74,71,78,77
Marc Roca,ESP,MF,Espanyol,La Liga,22.0,184,74,77,82,1922,408,CM,11000000,8000,21.0,Left,1,3,3,Medium,High,59,62,77,72,70,68,66,59,42,82,44,72,66,52,87,77,57,61,66,72,62,66,57,72,66,69,71,75,60,80,72,74,73,73,71
Marcel Halstenberg,GER,DF,RB Leipzig,Bundesliga,27.0,188,87,82,82,2114,438,LB,19000000,64000,23.0,Left,2,3,3,High,Medium,66,66,73,72,81,80,82,59,81,77,60,71,77,75,64,75,67,66,65,80,61,79,85,83,79,69,77,78,63,64,73,74,82,82,76
Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,25.0,178,76,83,85,2210,466,CAM,31000000,73000,7.0,Right,3,4,3,High,High,80,83,80,80,65,78,74,81,60,83,82,79,75,78,79,82,76,83,75,86,80,88,71,84,76,88,77,64,83,83,65,80,69,64,59
Marcelo Brozović,CRO,MF,Inter,Serie A,26.0,181,68,84,85,2176,455,CDM,32000000,125000,77.0,Right,2,4,3,Medium,High,63,74,80,81,79,78,72,69,70,83,65,81,79,74,84,85,62,63,72,75,76,80,67,94,69,84,84,81,70,80,69,82,78,81,79
Marco Calderoni,ITA,DF,Lecce,Serie A,30.0,183,75,71,71,1798,394,LB,1700000,20000,27.0,Left,1,2,2,High,Medium,80,51,57,62,67,77,68,41,61,64,30,59,43,37,59,62,77,82,74,67,69,70,88,85,74,65,73,68,38,41,49,63,67,67,66
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,21.0,187,82,70,76,1696,364,CB,2200000,12000,32.0,Left,1,2,2,Medium,Medium,61,40,56,66,71,70,63,32,66,63,45,65,45,42,56,69,51,69,63,69,62,46,66,68,69,44,75,67,55,41,45,53,71,75,69
Marco Mancosu,ITA,MF,Lecce,Serie A,30.0,180,77,72,72,1838,379,CAM,2700000,25000,8.0,Right,1,4,3,Medium,Medium,65,66,69,72,41,66,59,63,51,74,58,72,73,68,67,75,66,64,66,73,67,66,71,75,62,74,64,42,73,73,68,66,31,46,42
Marco Parolo,ITA,MF,Lazio,Serie A,34.0,184,75,79,79,2092,435,CDM,4000000,40000,16.0,Right,2,4,3,High,High,57,76,75,75,79,73,70,70,75,78,76,75,67,55,79,78,64,52,63,80,71,87,77,75,69,84,80,80,82,78,45,78,79,79,80
Marco Richter,GER,MF,Augsburg,Bundesliga,21.0,176,74,74,82,1743,377,RM,8500000,21000,23.0,Right,1,4,3,Medium,Medium,77,70,64,78,27,61,68,70,58,67,63,78,60,37,53,77,86,69,79,75,78,75,66,71,63,68,41,22,75,69,56,62,21,25,26
Marcos Llorente,ESP,MF,Atlético Madrid,La Liga,24.0,184,74,82,85,2190,478,CM,27500000,65000,14.0,Right,1,3,3,High,High,84,74,79,81,78,82,73,74,67,84,62,82,73,58,82,83,79,88,75,84,69,75,66,86,81,74,83,82,82,80,64,82,79,80,74
Marcus Ingvartsen,DEN,MF,Union Berlin,Bundesliga,23.0,186,84,69,73,1739,361,ST,1400000,13000,32.0,Left,1,3,3,High,Medium,60,73,60,66,33,69,59,75,68,59,71,64,75,45,52,68,66,55,66,67,72,76,67,82,75,71,40,24,67,70,63,66,32,30,24
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,21.0,186,70,85,91,2149,461,RM,53000000,150000,10.0,Right,2,4,5,High,Medium,91,83,78,86,45,78,77,83,68,81,73,87,82,76,69,85,89,93,86,86,75,90,72,87,76,81,73,42,82,82,81,82,47,40,33
Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,21.0,192,87,80,86,1974,439,ST,20500000,43000,10.0,Right,1,2,3,High,Medium,84,80,70,80,48,77,74,82,75,74,70,85,66,30,59,79,79,88,74,79,54,83,68,79,86,75,53,45,80,76,70,74,43,49,37
Mario Pašalić,CRO,MF,Atalanta,Serie A,24.0,188,82,77,81,2026,427,CM,11500000,47000,88.0,Right,1,4,4,High,Medium,63,71,75,76,67,75,68,66,65,80,69,78,69,59,78,80,60,65,69,75,54,78,68,76,75,75,76,72,75,74,61,74,61,72,64
Marius Bülter,GER,MF,Union Berlin,Bundesliga,26.0,188,85,73,73,1865,413,LW,4200000,26000,15.0,Right,1,3,3,Medium,High,79,73,66,74,48,73,71,74,58,69,68,75,70,45,62,73,77,80,72,68,72,80,44,74,78,70,65,39,72,65,55,68,55,48,39
Mark Noble,ENG,MF,West Ham,Premier League,32.0,177,76,75,75,1988,397,CM,3900000,36000,16.0,Right,2,3,3,High,High,38,67,76,73,72,71,71,60,62,77,68,74,71,67,79,76,44,33,62,74,69,74,56,69,67,69,85,73,64,78,92,77,71,74,75
Marko Grujić,SRB,MF,Hertha BSC,Bundesliga,23.0,191,86,75,81,2014,428,CM,9000000,58000,16.0,Right,1,3,3,High,Medium,61,71,71,77,72,76,62,72,78,75,62,80,65,51,73,80,58,64,67,77,56,76,76,74,77,67,75,72,75,77,57,81,72,70,70
Marko Rog,CRO,MF,Cagliari,Serie A,24.0,180,73,75,79,1952,423,CAM,8500000,25000,6.0,Right,2,3,3,High,Medium,74,66,77,75,63,68,75,62,47,82,65,77,64,57,78,78,76,73,62,76,67,70,43,69,67,74,74,58,64,76,60,76,64,70,66
Marten de Roon,NED,MF,Atalanta,Serie A,28.0,185,76,81,81,2111,438,CDM,15000000,62000,15.0,Right,2,3,3,Medium,High,64,68,72,72,82,80,68,60,75,78,64,71,61,48,75,76,66,63,61,82,73,76,79,90,74,77,85,84,67,73,80,81,82,82,81
Martin Hinteregger,AUT,DF,Eint Frankfurt,Bundesliga,26.0,186,82,80,82,2056,429,CB,15500000,33000,13.0,Left,2,3,2,High,Medium,71,70,65,60,81,82,53,65,84,67,64,54,58,63,81,65,65,75,64,76,63,83,86,76,84,71,82,77,67,65,61,74,80,84,83
Martin Valjent,SVK,DF,Mallorca,La Liga,23.0,186,83,73,79,1738,373,CB,4900000,7000,24.0,Right,1,2,2,Medium,Medium,66,36,54,64,74,79,39,25,74,65,40,62,54,30,59,65,67,66,74,64,67,49,78,83,77,47,78,62,52,53,26,56,75,80,72
Martin Ødegaard,NOR,MF,Real Sociedad,La Liga,20.0,178,68,83,89,2099,443,CAM,36000000,135000,21.0,Left,3,2,5,Medium,Medium,78,75,84,85,58,63,84,74,52,83,73,86,81,83,81,85,80,77,85,74,83,76,46,80,55,78,64,65,77,87,63,76,65,49,51
Martín Cáceres,URU,DF,Fiorentina,Serie A,32.0,180,78,76,76,1901,403,CB,3600000,42000,22.0,Right,2,3,3,Medium,High,72,51,63,68,78,71,66,37,75,66,65,66,68,41,64,68,70,74,77,70,76,70,91,61,72,59,78,80,50,58,50,78,78,78,78
Martín Montoya,ESP,DF,Brighton,Premier League,28.0,175,73,77,77,2017,425,RB,7500000,23000,2.0,Right,2,4,3,High,Medium,76,61,71,73,74,70,79,50,62,73,66,71,77,55,69,74,77,75,76,73,77,79,75,79,65,67,69,78,63,63,50,70,72,76,74
Marvelous Nakamba,ZIM,MF,Aston Villa,Premier League,25.0,176,76,75,78,1881,407,CDM,7500000,44000,19.0,Left,1,2,3,Medium,High,71,49,63,71,74,79,46,36,55,73,41,70,45,37,72,71,76,67,76,71,78,77,78,79,77,54,85,74,55,65,38,71,76,77,75
Marvin Friedrich,GER,DF,Union Berlin,Bundesliga,23.0,192,81,74,79,1630,349,CB,7000000,20000,5.0,Right,1,3,2,Medium,Medium,60,36,56,50,75,72,43,35,77,66,35,42,39,26,68,58,54,65,54,72,51,48,75,62,77,29,69,74,29,53,38,63,74,77,75
Mason Greenwood,ENG,FW,Manchester Utd,Premier League,17.0,181,70,77,89,1911,414,CAM,14500000,33000,11.0,Left,1,5,3,High,Medium,81,78,71,78,39,67,70,79,67,73,64,79,70,65,69,77,79,82,77,76,72,82,63,70,69,80,58,34,77,74,64,76,35,39,33
Mason Holgate,ENG,DF,Everton,Premier League,22.0,184,75,77,81,1870,403,CB,10500000,55000,4.0,Right,1,3,3,Medium,Medium,72,43,68,68,78,74,69,37,76,75,40,67,53,35,75,70,70,74,69,77,62,55,77,72,72,42,79,78,52,62,40,74,78,79,77
Mason Mount,ENG,MF,Chelsea,Premier League,20.0,178,70,80,87,1994,419,CAM,21000000,69000,19.0,Right,1,4,3,High,Medium,74,77,79,80,48,61,77,78,59,81,61,79,79,82,74,82,78,70,79,80,76,78,50,78,52,79,66,48,79,81,60,77,45,53,34
Mateo Kovačić,CRO,MF,Chelsea,Premier League,25.0,176,80,83,86,2135,454,CM,31500000,120000,17.0,Right,3,4,4,High,High,75,69,83,88,69,70,73,61,42,90,76,88,79,70,82,89,78,73,87,82,84,79,76,79,63,75,77,74,72,84,59,81,70,73,66
Mato Jajalo,BIH,MF,Udinese,Serie A,31.0,182,78,74,74,2029,426,CDM,4300000,16000,8.0,Right,1,3,3,Medium,Medium,63,64,74,76,72,77,66,58,68,80,64,76,70,72,78,78,60,65,69,70,75,73,71,79,77,71,76,74,58,70,68,72,72,74,70
Mats Hummels,GER,DF,Dortmund,Bundesliga,30.0,191,94,86,86,2040,431,CB,33000000,93000,15.0,Right,4,3,3,High,High,58,58,77,72,89,77,65,55,87,82,60,69,66,53,86,81,46,67,63,87,60,71,68,65,86,51,71,91,56,80,68,89,90,88,86
Matt Doherty,IRL,DF,Wolves,Premier League,27.0,182,87,81,81,2044,439,RWB,15000000,96000,2.0,Right,1,4,3,High,Medium,72,64,73,75,76,79,80,62,74,78,46,74,63,45,69,79,69,75,67,81,68,76,82,93,72,63,76,76,77,68,48,70,75,78,75
Matt Targett,ENG,DF,Aston Villa,Premier League,23.0,183,70,76,81,1886,399,LWB,9000000,40000,18.0,Left,1,2,3,High,Medium,72,46,70,70,73,68,81,40,60,73,40,69,77,62,62,74,70,74,69,74,63,65,61,78,65,38,63,77,62,62,51,65,73,74,71
Matteo Darmian,ITA,DF,Parma,Serie A,29.0,182,70,76,76,1923,410,RB,6000000,28000,36.0,Right,2,5,3,Medium,High,67,58,67,73,77,68,69,55,68,74,59,72,69,35,66,74,68,67,77,74,75,69,67,75,62,56,74,77,63,59,45,78,78,80,77
Matteo Pessina,ITA,MF,Hellas Verona,Serie A,22.0,187,75,74,81,1864,401,CM,8000000,35000,32.0,Left,1,2,3,Medium,Medium,65,66,70,74,64,62,61,71,60,78,48,75,52,45,74,77,66,65,69,74,61,63,59,77,53,60,67,65,76,71,56,64,66,64,62
Matthias Ginter,GER,DF,M'Gladbach,Bundesliga,25.0,191,86,82,83,1927,417,CB,23000000,48000,28.0,Right,3,3,2,Medium,Medium,61,58,70,65,85,78,68,55,84,78,53,61,44,42,71,74,54,66,55,85,49,74,69,74,83,46,72,84,55,69,67,71,86,86,77
Matthias Zimmermann,GER,DF,Düsseldorf,Bundesliga,27.0,177,76,73,73,1856,399,RB,3400000,21000,25.0,Right,1,2,2,Medium,High,71,52,66,68,70,72,72,46,54,72,55,65,55,41,65,69,73,70,72,69,75,62,69,77,68,62,78,73,39,60,44,68,73,69,72
Matthijs de Ligt,NED,DF,Juventus,Serie A,19.0,189,89,85,92,1988,435,CB,49500000,80000,4.0,Right,3,4,2,Medium,High,72,59,66,69,85,84,52,50,86,75,45,66,48,55,74,76,68,75,56,84,60,82,84,76,88,66,83,83,44,63,40,82,86,85,82
Mattia Bani,ITA,DF,Bologna,Serie A,25.0,188,81,72,75,1393,313,CB,3400000,20000,13.0,Right,1,3,2,Medium,Medium,56,18,42,53,74,70,22,18,70,62,17,50,20,17,57,54,59,54,54,71,48,23,74,61,76,16,67,72,12,28,19,64,74,77,73
Mattia Valoti,ITA,MF,SPAL,Serie A,25.0,187,76,68,69,1767,362,CAM,1000000,13000,8.0,Right,1,3,3,Medium,Medium,64,61,73,74,47,43,72,55,48,77,59,74,78,65,72,76,62,65,70,64,76,64,53,60,32,71,48,37,65,69,59,70,54,46,45
Mattia Zaccagni,ITA,FW,Hellas Verona,Serie A,24.0,177,63,75,80,1902,409,CAM,9000000,26000,20.0,Right,1,3,3,High,Medium,69,68,73,76,62,61,68,68,64,79,53,78,55,48,76,79,70,68,66,76,66,71,46,66,57,68,68,58,76,77,55,68,62,62,64
Mauro Arambarri,URU,MF,Getafe,La Liga,23.0,175,74,80,85,1928,407,CDM,18000000,28000,18.0,Right,1,3,3,Medium,Medium,52,58,71,72,78,76,59,49,62,80,43,69,66,46,79,79,50,54,58,78,75,77,57,74,76,63,83,79,60,68,50,65,80,80,79
Max Aarons,ENG,DF,Norwich City,Premier League,19.0,178,69,73,83,1765,396,RWB,6000000,7000,2.0,Right,1,3,3,High,Medium,81,41,62,74,70,68,66,41,53,70,41,73,50,32,57,74,83,79,81,68,79,46,49,79,64,36,68,68,64,56,27,75,74,72,69
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,25.0,184,74,79,80,2130,447,CM,13500000,46000,27.0,Left,2,2,3,High,Medium,66,80,78,77,73,73,69,77,58,81,84,78,83,80,83,80,65,66,67,81,66,87,60,78,71,87,74,77,75,78,57,79,76,74,67
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,22.0,181,75,76,83,2021,436,CM,10500000,23000,35.0,Right,1,4,3,High,High,71,66,73,77,71,78,70,59,65,76,50,77,64,48,76,81,67,74,73,77,69,81,53,94,76,72,70,70,67,76,60,75,72,73,70
Maximilian Mittelstädt,GER,DF,Hertha BSC,Bundesliga,22.0,180,71,76,82,1969,424,LWB,9500000,31000,17.0,Left,1,3,3,High,Medium,78,63,69,76,73,65,78,62,69,74,41,76,72,35,70,77,79,78,77,75,78,70,84,73,59,70,64,79,65,60,37,62,69,75,67
Michael Keane,ENG,DF,Everton,Premier League,26.0,191,82,78,79,1808,391,CB,10500000,69000,5.0,Right,2,2,2,Medium,High,58,49,62,64,79,79,60,50,81,69,40,64,53,33,67,66,55,61,56,76,61,58,83,66,86,46,75,78,29,55,48,69,78,79,79
Miguel Almirón,PAR,MF,Newcastle Utd,Premier League,25.0,174,63,78,79,1990,428,CAM,12000000,43000,24.0,Left,1,2,4,High,High,89,71,75,80,50,63,72,69,43,77,75,82,74,70,69,77,89,89,87,80,64,78,48,80,53,66,69,53,75,78,69,74,49,53,49
Miguel Veloso,POR,MF,Hellas Verona,Serie A,33.0,180,79,77,77,2049,410,CM,4300000,28000,4.0,Left,3,3,3,Medium,Medium,48,70,82,75,66,69,82,61,67,83,70,73,83,81,85,82,49,47,66,69,75,80,68,65,71,80,71,71,65,80,73,81,55,72,70
Mikel Merino,ESP,MF,Real Sociedad,La Liga,23.0,189,83,80,86,2177,461,CAM,20000000,31000,8.0,Left,1,3,3,Medium,Medium,70,76,78,82,77,78,73,77,75,81,58,83,75,69,78,82,69,71,76,82,74,82,81,79,78,76,75,83,78,81,58,80,73,80,73
Mikel Oyarzabal,ESP,FW,Real Sociedad,La Liga,22.0,181,79,84,90,2039,431,CAM,42500000,47000,10.0,Left,1,3,3,High,Medium,81,82,80,84,41,63,82,84,60,81,73,85,74,71,73,84,80,81,80,81,79,80,72,82,57,81,52,29,83,85,83,75,55,32,30
Milan Škriniar,SVK,DF,Inter,Serie A,24.0,188,80,85,89,1813,403,CB,44500000,130000,37.0,Right,1,4,2,Medium,High,69,41,59,66,87,81,40,42,82,73,40,67,34,30,69,69,70,68,48,83,51,50,78,73,84,30,86,86,30,57,56,81,92,87,83
Milot Rashica,KVX,FW,Werder Bremen,Bundesliga,23.0,177,73,79,85,2030,436,CAM,17500000,32000,7.0,Right,1,4,4,High,Medium,88,79,74,84,46,65,76,76,53,76,77,85,78,69,69,81,93,84,90,78,82,86,47,76,61,81,67,47,75,74,73,78,55,37,36
Miralem Pjanić,BIH,MF,Juventus,Serie A,29.0,178,72,85,85,2181,449,CM,35500000,220000,8.0,Right,3,4,3,Medium,Medium,67,68,87,85,75,67,81,56,60,90,72,86,86,92,87,89,68,66,75,84,81,78,59,81,59,82,70,78,68,88,79,86,78,76,70
Mohamed Salah,EGY,FW,Liverpool,Premier League,27.0,175,71,90,90,2211,470,RW,78000000,250000,11.0,Left,3,3,4,High,Medium,93,86,81,90,45,75,79,91,59,84,79,90,83,69,75,89,94,92,91,92,91,80,69,85,75,84,63,55,91,84,83,90,38,43,41
Mohammed Salisu,GHA,DF,Valladolid,La Liga,20.0,191,85,76,84,1632,364,CB,10500000,32000,22.0,Left,1,3,2,Medium,High,67,36,51,54,76,80,40,30,74,72,22,47,50,32,56,64,64,69,55,68,49,60,75,67,88,28,78,75,35,24,40,58,76,78,75
Moi Gómez,ESP,FW,Villarreal,La Liga,25.0,176,71,77,78,1940,409,LM,10500000,31000,23.0,Right,1,5,4,Medium,Medium,68,72,77,78,54,60,77,72,54,80,65,79,82,59,75,78,69,67,76,74,75,74,64,76,54,75,52,54,75,77,59,74,62,50,37
Moise Kean,ITA,FW,Everton,Premier League,19.0,182,72,74,83,1728,373,ST,9000000,48000,27.0,Right,1,3,3,High,Low,78,72,50,77,30,66,42,76,72,59,72,78,66,43,38,76,77,79,74,73,78,74,75,65,73,60,45,21,78,51,65,69,27,28,16
Moussa Diaby,FRA,FW,Leverkusen,Bundesliga,20.0,170,67,81,88,1881,414,LM,25000000,54000,19.0,Left,1,2,4,High,Medium,93,66,74,85,43,53,74,71,28,79,63,87,66,41,73,80,96,90,90,76,92,73,62,69,44,54,54,48,74,77,42,75,46,39,46
Moussa Sissoko,FRA,MF,Tottenham,Premier League,29.0,187,91,79,79,2130,462,CDM,11500000,89000,17.0,Right,2,3,3,High,High,77,63,77,79,77,89,72,54,68,82,64,83,75,60,80,80,69,84,64,78,58,85,77,91,90,61,85,77,74,74,60,75,76,81,77
Míchel,ESP,MF,Valladolid,La Liga,31.0,182,68,73,73,1826,374,CM,3400000,16000,21.0,Right,1,4,3,Medium,Medium,47,66,79,73,55,54,75,64,53,83,61,72,77,74,77,80,53,42,60,75,60,66,49,47,57,72,55,60,60,78,70,66,58,52,46
Nabil Fekir,FRA,MF,Betis,La Liga,26.0,173,75,83,84,2105,446,CAM,30500000,38000,8.0,Left,3,4,4,High,Medium,79,82,81,87,38,79,79,82,49,84,77,88,83,79,77,87,80,79,81,79,91,84,64,79,81,83,79,34,83,82,74,89,34,42,30
Nacho Monreal,ESP,DF,Real Sociedad,La Liga,33.0,180,77,80,80,2009,422,LB,5000000,32000,20.0,Left,2,3,3,Medium,Medium,67,61,72,74,80,68,76,55,72,77,58,73,74,52,70,77,68,67,70,82,71,74,74,67,64,61,77,81,72,66,61,76,77,83,81
Nacho Vidal,ESP,DF,Osasuna,La Liga,24.0,180,75,76,79,1846,404,RB,8500000,26000,2.0,Right,1,3,3,High,Medium,74,55,69,70,71,65,78,60,72,75,39,68,73,32,65,75,73,75,66,73,68,59,63,70,66,49,59,72,61,59,36,68,64,76,77
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,22.0,180,73,77,82,2003,420,CAM,12000000,47000,11.0,Right,1,3,4,Medium,Medium,69,69,78,83,56,65,79,69,44,80,66,85,76,71,78,82,76,64,83,75,78,73,66,76,65,69,50,63,69,78,65,69,56,59,48
Nahitan Nández,URU,MF,Cagliari,Serie A,23.0,172,70,77,83,2078,451,CDM,12000000,29000,18.0,Right,1,3,3,High,High,76,67,72,77,76,83,65,68,57,80,50,75,51,52,72,78,75,77,81,81,81,74,77,93,77,65,87,79,75,74,55,80,77,79,73
Nathan Aké,NED,DF,Bournemouth,Premier League,24.0,180,75,79,83,2001,425,CB,14500000,100000,6.0,Left,1,3,2,Medium,High,74,53,70,71,81,76,63,48,76,77,52,69,62,59,73,74,75,74,73,79,70,63,88,75,76,56,73,81,51,66,53,76,82,82,81
Nathan Redmond,ENG,MF,Southampton,Premier League,25.0,173,69,78,79,1827,391,LM,12000000,55000,11.0,Right,2,3,4,High,Medium,83,72,72,82,30,52,74,70,33,76,55,82,72,65,62,79,87,79,90,74,88,80,42,71,50,74,38,30,78,74,57,70,33,26,30
Neal Maupay,FRA,FW,Brighton,Premier League,22.0,171,69,77,81,1928,406,ST,12000000,52000,9.0,Right,1,4,3,Medium,Medium,77,77,67,73,41,71,61,79,73,74,76,68,63,55,59,78,78,77,76,79,79,78,59,74,67,71,80,26,82,69,77,69,30,55,33
Nemanja Maksimović,SRB,MF,Getafe,La Liga,24.0,189,78,79,84,2043,429,CDM,15000000,29000,20.0,Right,1,3,3,High,High,60,68,75,71,77,78,65,70,73,80,49,70,63,72,76,76,58,62,61,80,59,72,76,84,76,69,78,81,73,78,50,77,76,79,70
Nemanja Radoja,SRB,MF,Levante,La Liga,26.0,186,77,75,76,1894,411,CDM,7500000,22000,5.0,Right,1,4,3,Medium,Medium,57,61,71,73,73,76,57,58,51,81,51,73,46,45,78,79,60,55,61,71,63,63,65,75,79,68,70,78,62,77,54,84,78,74,70
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,22.0,189,78,78,84,1785,395,CB,13000000,30000,30.0,Right,2,3,3,Medium,Medium,73,34,64,68,80,76,65,30,79,77,30,67,45,29,57,72,66,79,64,77,54,42,74,75,79,31,70,82,53,59,37,65,77,83,77
Nicola Murru,ITA,DF,Sampdoria,Serie A,24.0,180,74,73,78,1746,379,LB,4700000,28000,29.0,Left,1,3,3,Medium,Medium,71,40,61,69,71,67,72,30,63,68,39,68,54,39,61,70,71,71,68,70,71,57,73,72,61,40,72,70,53,44,47,69,71,74,72
Nicola Sansone,ITA,FW,Bologna,Serie A,27.0,173,63,76,76,1960,407,CAM,8000000,32000,10.0,Right,2,3,3,Medium,Medium,78,76,72,79,44,58,70,77,63,75,73,79,76,69,65,78,78,78,84,74,84,78,65,61,54,75,62,38,76,76,74,75,46,44,33
Nicolas Höfler,GER,MF,Freiburg,Bundesliga,29.0,181,81,72,72,1791,379,CDM,2600000,16000,27.0,Right,1,3,2,Medium,Medium,59,47,65,66,71,71,54,41,61,74,40,64,53,50,68,68,54,63,66,71,65,58,84,73,70,49,66,75,49,63,50,76,72,70,69
Nicolas Nkoulou,CMR,DF,Torino,Serie A,29.0,184,77,80,80,1873,403,CB,12000000,48000,33.0,Right,3,3,2,Medium,Medium,70,44,64,70,82,73,60,33,77,72,64,68,37,28,70,72,69,70,65,78,73,58,83,61,76,46,79,83,54,63,50,78,82,83,78
Nicolas Pépé,CIV,FW,Arsenal,Premier League,24.0,183,73,82,85,2002,425,LM,28000000,98000,19.0,Left,1,2,4,High,Medium,89,78,75,84,33,66,78,77,57,74,70,85,79,79,67,81,88,90,89,83,79,80,68,79,68,77,43,28,80,80,85,77,36,27,25
Nicolò Barella,ITA,MF,Inter,Serie A,22.0,175,68,80,87,2132,452,CM,20500000,86000,23.0,Right,2,3,3,Medium,High,78,67,79,82,74,72,76,63,40,82,65,83,75,67,78,83,80,76,78,79,83,72,62,87,62,66,82,79,75,79,73,80,75,80,78
Nicolò Zaniolo,ITA,FW,Roma,Serie A,20.0,190,79,76,86,2011,435,CAM,12500000,500,22.0,Left,1,3,3,High,Medium,76,73,72,77,62,75,64,74,60,78,60,78,65,60,70,78,75,76,71,78,78,79,59,74,76,72,80,57,77,76,60,70,64,64,60
Nikola Milenković,SRB,DF,Fiorentina,Serie A,21.0,195,90,75,82,1695,384,CB,8500000,34000,4.0,Right,1,3,2,Medium,High,61,44,62,61,75,81,72,38,70,68,35,60,34,22,64,68,65,58,44,74,40,60,68,76,85,54,78,75,22,55,34,70,76,77,74
Nikola Vukčević,MNE,MF,Levante,La Liga,27.0,184,76,75,75,1959,407,CDM,6500000,23000,17.0,Left,1,3,3,Medium,High,53,63,70,70,74,77,52,59,68,77,48,72,58,62,74,72,57,49,58,78,55,69,82,72,75,68,88,80,74,77,53,70,68,78,69
Nils Petersen,GER,FW,Freiburg,Bundesliga,30.0,188,80,76,76,1811,375,ST,7000000,27000,18.0,Right,2,4,3,Medium,High,54,79,59,65,45,73,58,81,82,64,83,62,57,45,49,69,53,55,62,82,57,79,65,80,76,71,60,39,82,61,77,81,46,42,21
Nélson Semedo,POR,DF,Barcelona,La Liga,25.0,177,69,83,86,2062,453,RWB,28000000,100000,22.0,Right,2,3,4,Medium,High,92,57,69,82,77,76,76,50,58,76,42,82,61,30,65,81,91,93,87,82,81,74,79,92,66,60,81,81,72,62,38,79,77,81,80
Okay Yokuşlu,TUR,MF,Celta Vigo,La Liga,25.0,190,79,77,82,2067,439,CDM,10500000,22000,5.0,Right,1,3,3,Medium,High,66,70,72,72,75,84,67,65,78,77,70,73,72,65,72,76,62,69,61,72,60,79,69,87,85,75,81,76,68,71,60,73,74,75,70
Ola Aina,NGA,DF,Torino,Serie A,22.0,184,82,73,80,1979,432,LM,5500000,57000,34.0,Right,1,3,3,Medium,Medium,86,61,68,74,70,73,73,54,64,70,58,76,62,42,70,72,88,85,73,70,77,72,72,75,75,68,67,72,65,67,49,69,66,74,73
Oliver Burke,SCO,MF,Alavés,La Liga,22.0,188,82,67,72,1741,389,RM,1000000,11000,14.0,Right,1,3,3,Medium,Low,88,62,62,67,37,73,63,65,50,65,48,69,62,62,56,63,85,91,71,66,69,73,63,73,79,53,59,36,65,61,42,62,34,38,27
Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,23.0,191,77,75,79,1734,371,ST,9000000,31000,9.0,Right,1,3,3,Medium,Medium,62,72,58,69,34,76,40,77,79,70,72,69,42,31,55,75,59,64,57,75,54,77,77,69,79,59,77,28,75,66,65,68,32,29,20
Oliver Norwood,NIR,MF,Sheffield Utd,Premier League,28.0,175,69,77,77,2049,410,CM,8500000,38000,16.0,Right,1,3,2,Medium,Medium,56,68,80,69,72,65,80,60,56,80,69,62,81,75,84,77,57,55,69,78,76,77,64,79,56,75,69,77,64,78,74,73,69,77,73
Omar Colley,GAM,DF,Sampdoria,Serie A,26.0,191,87,74,77,1585,352,CB,6000000,16000,15.0,Left,1,3,2,Medium,High,66,31,48,52,72,83,44,28,79,62,24,44,38,37,52,62,54,75,59,72,44,41,62,76,88,31,84,70,28,32,33,70,66,77,74
