Player,Nation,Pos,Team,League,Age,Height,Weight,MatchesPlayed,Starts,MinutesPlayed,Goals,Assists,PenaltyGoals,PenaltiesAtt,YellowCards,RedCards,Per90MinutesGls,Per90MinutesAst,Per90MinutesG+A,Per90MinutesG-PK,Per90MinutesG+A-PK,xG,npxG,xA,Per90MinutesxG,Per90MinutesxA,Per90MinutesxG+xA,Per90MinutesnpxG,Per90MinutesnpxG+xA,90sPlayed,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,VsDribblesTkl,VsDribblesAtt,VsDribblesTkl%,VsDribblesPast,Pressures,SuccessfulPressures,Pressures%,PressuresDef3rd,PressuresMid3rd,PressuresAtt3rd,Blocks,BlockedShots,BlockedSoT,BlockedPasses,PassesIntercepted,Tkl+Int,Clearances,ErrorsLeadingToShot,SCA,SCA90,SCATypesPassLive,SCATypesPassDead,SCATypesDrib,SCATypesSh,SCATypesFld,GCA,GCA90,GCATypesPassLive,GCATypesPassDead,GCATypesDrib,GCATypesSh,GCATypesFld,GCATypesOG,TotalCmp,TotalAtt,TotalCmp%,TotalTotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,LongAst,LongxA,LongA-xA,LongKP,Long,LongPPA,LongCrsPA,LongProg,PassTypesLive,PassTypesDead,PassTypesFK,PassTypesTB,PassTypesPress,PassTypesSw,PassTypesCrs,PassTypesCK,CornerKicksIn,CornerKicksOut,CornerKicksStr,GroundPasses,LowPasses,HighPasses,LeftFootPasses,RightFootPasses,HeadedPasses,ThrowInsTaken,MiscPasses,OutcomesOff,OutcomesOut,OutcomesInt,OutcomesBlocks,TouchesTouches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,TouchesLive,DribblesSucc,DribblesAtt,DribblesSucc%,Dribbles#Pl,DribblesMegs,Carries,CarriesTotDist,CarriesPrgDist,ReceivingTarg,ReceivingRec,ReceivingRec%,ReceivingMiscon,ReceivingDispos,StandardSh,StandardSoT,StandardSoT%,StandardSh/90,StandardSoT/90,StandardG/Sh,StandardG/SoT,StandardFK,ExpectednpxG/Sh,ExpectedG-xG,Expectednp:G-xG
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,28.0,176,77,30,22,1874,10,4,0,0,8,0,0.48,0.19,0.67,0.48,0.67,8.5,8.5,3.1,0.41,0.15,0.55,0.41,0.55,20.8,23.0,19,6.0,12.0,5.0,4.0,17.0,23.5,13.0,464.0,114.0,24.6,55.0,220.0,189.0,13.0,0.0,0.0,13.0,10,33,14.0,0.0,58.0,2.79,36.0,0.0,5.0,9.0,8.0,13.0,0.62,5.0,0.0,3.0,4.0,1.0,0.0,387.0,499.0,77.6,5867.0,1064.0,21.0,46.0,45.7,306.0,360.0,85.0,60.0,93.0,64.5,4,3.1,0.9,22.0,28.0,23.0,6.0,36.0,458.0,41.0,1.0,4.0,125.0,9.0,17,0.0,0.0,0.0,0.0,337.0,98.0,64.0,73.0,405.0,9.0,0.0,4.0,0.0,14.0,10.0,24.0,786.0,22.0,97.0,367.0,360.0,115.0,742.0,25.0,46.0,54.3,27.0,3.0,543.0,2668.0,1260.0,906.0,555.0,61.3,60.0,43.0,53,26,49.1,2.55,1.25,0.19,0.38,3.0,0.16,1.5,1.5
Aleš Matějů,CZE,DF,Brescia,Serie A,23.0,185,80,31,28,2548,0,1,0,0,10,1,0.0,0.04,0.04,0.0,0.04,0.4,0.4,1.0,0.02,0.04,0.05,0.02,0.05,28.3,51.0,29,35.0,12.0,4.0,25.0,55.0,45.5,30.0,403.0,109.0,27.0,254.0,115.0,34.0,70.0,26.0,0.0,44.0,23,74,107.0,4.0,19.0,0.67,14.0,4.0,0.0,0.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,944.0,1154.0,81.8,18631.0,7173.0,10.0,31.0,32.3,716.0,812.0,88.2,218.0,311.0,70.1,1,1.0,0.0,10.0,48.0,10.0,6.0,105.0,1009.0,145.0,26.0,1.0,209.0,42.0,20,0.0,0.0,0.0,0.0,690.0,208.0,256.0,339.0,593.0,72.0,119.0,1.0,2.0,19.0,17.0,24.0,1437.0,222.0,776.0,581.0,175.0,17.0,1296.0,18.0,19.0,94.7,18.0,0.0,791.0,5592.0,2760.0,805.0,760.0,94.4,10.0,10.0,6,4,66.7,0.21,0.14,0.0,0.0,0.0,0.07,-0.4,-0.4
Alfredo Donnarumma,ITA,FW,Brescia,Serie A,28.0,180,74,31,20,1684,7,2,2,2,1,0,0.37,0.11,0.48,0.27,0.37,6.7,5.1,1.1,0.36,0.06,0.41,0.27,0.33,18.7,13.0,7,2.0,7.0,4.0,3.0,16.0,18.8,13.0,345.0,66.0,19.1,31.0,143.0,171.0,10.0,1.0,0.0,9.0,6,19,2.0,0.0,42.0,2.24,30.0,0.0,4.0,2.0,6.0,5.0,0.27,4.0,0.0,0.0,0.0,1.0,0.0,307.0,445.0,69.0,4790.0,1114.0,14.0,45.0,31.1,254.0,337.0,75.4,39.0,63.0,61.9,2,1.1,0.9,16.0,26.0,15.0,1.0,41.0,411.0,34.0,0.0,0.0,117.0,6.0,9,0.0,0.0,0.0,0.0,272.0,105.0,68.0,89.0,311.0,19.0,3.0,13.0,3.0,9.0,24.0,23.0,613.0,3.0,48.0,293.0,310.0,104.0,578.0,14.0,26.0,53.8,16.0,0.0,432.0,2378.0,1229.0,779.0,449.0,57.6,25.0,28.0,38,13,34.2,2.03,0.69,0.13,0.38,0.0,0.14,0.3,-0.1
Alfredo Morales,USA,MF,Düsseldorf,Bundesliga,29.0,183,77,27,18,1730,1,2,0,0,6,0,0.05,0.1,0.16,0.05,0.16,1.0,1.0,0.7,0.05,0.04,0.09,0.05,0.09,19.2,35.0,26,16.0,14.0,5.0,13.0,36.0,36.1,23.0,476.0,124.0,26.1,129.0,275.0,72.0,40.0,6.0,0.0,34.0,17,52,46.0,0.0,31.0,1.61,25.0,0.0,4.0,0.0,2.0,4.0,0.21,2.0,0.0,1.0,0.0,1.0,0.0,425.0,591.0,71.9,8003.0,2255.0,15.0,36.0,41.7,315.0,417.0,75.5,95.0,138.0,68.8,2,0.7,1.3,9.0,41.0,10.0,2.0,63.0,581.0,10.0,5.0,3.0,173.0,21.0,10,0.0,0.0,0.0,0.0,326.0,121.0,144.0,79.0,373.0,68.0,2.0,7.0,3.0,13.0,10.0,18.0,835.0,47.0,204.0,456.0,216.0,39.0,826.0,23.0,34.0,67.6,23.0,0.0,467.0,2173.0,1046.0,614.0,481.0,78.3,24.0,32.0,21,5,23.8,1.09,0.26,0.05,0.2,1.0,0.05,0.0,0.0
Allan Nyom,CMR,DF,Getafe,La Liga,31.0,189,80,34,31,2422,2,0,0,0,13,2,0.07,0.0,0.07,0.07,0.07,0.7,0.7,0.9,0.02,0.03,0.06,0.02,0.06,26.9,49.0,20,28.0,18.0,3.0,17.0,36.0,47.2,19.0,336.0,97.0,28.9,142.0,140.0,54.0,38.0,5.0,0.0,33.0,15,64,81.0,0.0,18.0,0.67,14.0,1.0,1.0,1.0,1.0,2.0,0.07,1.0,0.0,1.0,0.0,0.0,0.0,587.0,923.0,63.6,10642.0,4747.0,6.0,40.0,15.0,481.0,623.0,77.2,100.0,260.0,38.5,0,0.9,-0.9,10.0,61.0,19.0,14.0,143.0,684.0,239.0,9.0,0.0,164.0,30.0,68,0.0,0.0,0.0,0.0,316.0,253.0,354.0,173.0,433.0,67.0,230.0,1.0,4.0,43.0,19.0,43.0,1170.0,49.0,295.0,561.0,368.0,29.0,937.0,14.0,29.0,48.3,17.0,0.0,558.0,3526.0,1671.0,641.0,546.0,85.2,18.0,24.0,13,5,38.5,0.48,0.19,0.15,0.4,0.0,0.05,1.3,1.3
Allan Saint-Maximin,FRA,MF,Newcastle Utd,Premier League,22.0,173,67,26,23,1863,3,4,0,0,0,0,0.14,0.19,0.34,0.14,0.34,3.2,3.2,3.5,0.16,0.17,0.33,0.16,0.33,20.7,17.0,11,11.0,2.0,4.0,5.0,25.0,20.0,20.0,251.0,62.0,24.7,75.0,113.0,63.0,21.0,3.0,0.0,18.0,5,22,6.0,0.0,87.0,4.2,52.0,0.0,22.0,6.0,7.0,9.0,0.43,6.0,0.0,1.0,1.0,1.0,0.0,356.0,490.0,72.7,6374.0,1453.0,6.0,29.0,20.7,282.0,355.0,79.4,68.0,106.0,64.2,4,3.5,0.5,34.0,25.0,15.0,5.0,49.0,481.0,9.0,1.0,3.0,121.0,19.0,50,0.0,0.0,0.0,0.0,338.0,86.0,66.0,59.0,409.0,8.0,6.0,2.0,3.0,8.0,12.0,28.0,795.0,9.0,136.0,333.0,433.0,80.0,787.0,102.0,151.0,67.5,106.0,3.0,768.0,7821.0,5394.0,773.0,584.0,75.5,53.0,61.0,46,20,43.5,2.22,0.97,0.07,0.15,0.0,0.07,-0.2,-0.2
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,18.0,181,72,29,24,2234,3,5,0,0,4,1,0.12,0.2,0.32,0.12,0.32,2.1,2.1,3.6,0.09,0.15,0.23,0.09,0.23,24.8,78.0,49,35.0,29.0,14.0,30.0,53.0,56.6,23.0,429.0,184.0,42.9,167.0,161.0,101.0,56.0,4.0,0.0,52.0,24,102,54.0,0.0,62.0,2.5,54.0,0.0,4.0,0.0,4.0,8.0,0.32,7.0,0.0,1.0,0.0,0.0,0.0,1585.0,1834.0,86.4,25947.0,8022.0,34.0,79.0,43.0,1351.0,1495.0,90.4,200.0,260.0,76.9,5,3.6,1.4,33.0,103.0,37.0,19.0,191.0,1564.0,270.0,26.0,1.0,242.0,19.0,68,0.0,0.0,0.0,0.0,1300.0,358.0,176.0,1270.0,238.0,62.0,243.0,6.0,4.0,17.0,35.0,53.0,2213.0,70.0,573.0,1135.0,685.0,67.0,1948.0,90.0,145.0,62.1,98.0,12.0,1512.0,9762.0,5917.0,1449.0,1344.0,92.8,44.0,47.0,12,5,41.7,0.48,0.2,0.25,0.6,0.0,0.18,0.9,0.9
Amir Rrahmani,KVX,DF,Hellas Verona,Serie A,25.0,192,83,36,36,3228,0,1,0,0,5,0,0.0,0.03,0.03,0.0,0.03,3.0,3.0,0.8,0.08,0.02,0.11,0.08,0.11,35.9,63.0,39,35.0,23.0,5.0,27.0,53.0,50.9,26.0,483.0,139.0,28.8,271.0,170.0,42.0,76.0,37.0,1.0,39.0,25,88,201.0,2.0,30.0,0.84,23.0,0.0,4.0,3.0,0.0,3.0,0.08,1.0,0.0,1.0,1.0,0.0,0.0,1221.0,1516.0,80.5,24671.0,8024.0,10.0,37.0,27.0,906.0,1016.0,89.2,305.0,463.0,65.9,1,0.8,0.2,13.0,98.0,5.0,0.0,101.0,1433.0,83.0,39.0,1.0,216.0,17.0,10,0.0,0.0,0.0,0.0,1005.0,171.0,340.0,163.0,1162.0,101.0,44.0,4.0,5.0,46.0,11.0,26.0,1941.0,266.0,902.0,934.0,211.0,55.0,1862.0,12.0,23.0,52.2,14.0,0.0,1069.0,6463.0,3300.0,1167.0,1101.0,94.3,5.0,13.0,43,12,27.9,1.2,0.33,0.0,0.0,0.0,0.07,-3.0,-3.0
Ander Capa,ESP,DF,Athletic Club,La Liga,27.0,175,75,35,32,2872,3,4,0,0,10,0,0.09,0.13,0.22,0.09,0.22,1.1,1.1,3.4,0.04,0.1,0.14,0.04,0.14,31.9,58.0,32,38.0,16.0,4.0,17.0,55.0,30.9,38.0,438.0,113.0,25.8,221.0,141.0,76.0,56.0,6.0,0.0,50.0,20,78,99.0,0.0,48.0,1.5,35.0,7.0,5.0,0.0,1.0,6.0,0.19,6.0,0.0,0.0,0.0,0.0,0.0,1188.0,1598.0,74.3,20061.0,8414.0,13.0,67.0,19.4,987.0,1180.0,83.6,188.0,351.0,53.6,4,3.4,0.6,26.0,66.0,25.0,11.0,209.0,1211.0,387.0,12.0,3.0,237.0,27.0,61,2.0,0.0,0.0,0.0,759.0,406.0,433.0,90.0,1036.0,65.0,373.0,5.0,3.0,36.0,23.0,66.0,1951.0,86.0,497.0,933.0,661.0,47.0,1570.0,52.0,76.0,68.4,57.0,5.0,1034.0,6938.0,4595.0,1142.0,1003.0,87.8,28.0,43.0,17,7,41.2,0.53,0.22,0.18,0.43,0.0,0.07,1.9,1.9
Andrea Belotti,ITA,FW,Torino,Serie A,25.0,181,72,36,34,3008,16,3,7,8,4,0,0.48,0.09,0.57,0.27,0.36,16.9,10.9,4.1,0.5,0.12,0.63,0.33,0.45,33.4,34.0,26,13.0,11.0,10.0,6.0,41.0,14.6,35.0,459.0,104.0,22.7,54.0,190.0,215.0,26.0,6.0,0.0,20.0,10,44,18.0,1.0,95.0,2.84,62.0,0.0,9.0,8.0,16.0,11.0,0.33,6.0,0.0,1.0,3.0,1.0,0.0,502.0,750.0,66.9,7545.0,1723.0,21.0,87.0,24.1,416.0,553.0,75.2,65.0,110.0,59.1,3,4.1,-1.1,37.0,46.0,22.0,5.0,63.0,698.0,52.0,4.0,3.0,234.0,18.0,50,0.0,0.0,0.0,0.0,463.0,158.0,129.0,118.0,508.0,36.0,1.0,4.0,0.0,20.0,16.0,66.0,1234.0,22.0,86.0,601.0,668.0,216.0,1173.0,41.0,78.0,52.6,43.0,2.0,829.0,6911.0,4749.0,1513.0,906.0,59.9,86.0,80.0,95,33,34.7,2.84,0.99,0.09,0.27,3.0,0.12,-0.9,-1.9
Andrea Petagna,ITA,FW,SPAL,Serie A,24.0,190,85,36,33,3032,12,1,5,7,5,0,0.36,0.03,0.39,0.21,0.24,12.9,7.6,3.4,0.38,0.1,0.48,0.23,0.33,33.7,7.0,4,2.0,2.0,3.0,0.0,9.0,0.0,9.0,269.0,60.0,22.3,26.0,123.0,120.0,19.0,8.0,0.0,11.0,2,9,25.0,0.0,85.0,2.52,68.0,1.0,6.0,2.0,8.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,644.0,876.0,73.5,11752.0,1966.0,15.0,50.0,30.0,502.0,633.0,79.3,127.0,193.0,65.8,1,3.4,-2.4,36.0,37.0,27.0,3.0,69.0,822.0,54.0,5.0,2.0,244.0,47.0,31,3.0,1.0,0.0,0.0,496.0,210.0,170.0,549.0,213.0,45.0,8.0,18.0,4.0,24.0,14.0,34.0,1320.0,37.0,130.0,602.0,691.0,165.0,1261.0,57.0,90.0,63.3,60.0,3.0,1025.0,7760.0,3224.0,1582.0,1058.0,66.9,85.0,82.0,104,25,24.0,3.09,0.74,0.07,0.28,2.0,0.07,-0.9,-0.6
Andrea Pinamonti,ITA,FW,Genoa,Serie A,20.0,185,72,32,23,2236,5,1,1,2,1,0,0.2,0.04,0.24,0.16,0.2,6.7,4.9,0.6,0.27,0.02,0.29,0.2,0.22,24.8,21.0,14,3.0,10.0,8.0,1.0,26.0,3.8,25.0,489.0,100.0,20.4,29.0,220.0,240.0,27.0,2.0,0.0,25.0,5,26,16.0,0.0,42.0,1.69,25.0,1.0,3.0,6.0,7.0,5.0,0.2,2.0,0.0,1.0,1.0,1.0,0.0,440.0,624.0,70.5,6362.0,728.0,22.0,55.0,40.0,370.0,492.0,75.2,48.0,77.0,62.3,1,0.6,0.4,14.0,17.0,7.0,1.0,18.0,572.0,52.0,1.0,2.0,202.0,15.0,24,0.0,0.0,0.0,0.0,371.0,144.0,109.0,61.0,436.0,57.0,1.0,11.0,1.0,11.0,9.0,26.0,939.0,22.0,67.0,469.0,444.0,128.0,884.0,21.0,44.0,47.7,21.0,0.0,564.0,3022.0,1086.0,1145.0,672.0,58.7,58.0,58.0,51,16,31.4,2.05,0.64,0.08,0.25,1.0,0.1,-1.7,-0.9
Andrea Poli,ITA,MF,Bologna,Serie A,29.0,182,77,28,22,1919,2,0,0,0,5,0,0.09,0.0,0.09,0.09,0.09,2.0,2.0,1.8,0.09,0.08,0.18,0.09,0.18,21.3,52.0,40,21.0,25.0,6.0,17.0,61.0,27.9,44.0,508.0,152.0,29.9,156.0,279.0,73.0,33.0,4.0,0.0,29.0,19,71,21.0,0.0,42.0,1.97,34.0,2.0,1.0,5.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,954.0,1066.0,89.5,16438.0,4273.0,20.0,29.0,69.0,771.0,831.0,92.8,163.0,206.0,79.1,0,1.8,-1.8,18.0,121.0,21.0,3.0,103.0,1025.0,41.0,33.0,6.0,173.0,8.0,16,1.0,1.0,0.0,0.0,875.0,106.0,85.0,121.0,905.0,21.0,6.0,4.0,2.0,13.0,20.0,11.0,1256.0,36.0,227.0,775.0,319.0,28.0,1221.0,20.0,27.0,74.1,22.0,0.0,930.0,4244.0,1924.0,965.0,879.0,91.1,16.0,17.0,24,7,29.2,1.13,0.33,0.08,0.29,0.0,0.08,0.0,0.0
Andrea Rispoli,ITA,DF,Lecce,Serie A,30.0,188,83,28,20,1909,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.2,0.04,0.06,0.1,0.04,0.1,21.2,29.0,22,13.0,12.0,4.0,18.0,40.0,45.0,22.0,197.0,49.0,24.9,99.0,76.0,22.0,58.0,8.0,0.0,50.0,18,47,68.0,0.0,30.0,1.41,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,1093.0,76.9,15523.0,7039.0,16.0,50.0,32.0,642.0,722.0,88.9,183.0,321.0,57.0,0,1.2,-1.2,16.0,44.0,21.0,16.0,110.0,947.0,146.0,18.0,0.0,136.0,21.0,68,3.0,0.0,0.0,1.0,565.0,228.0,300.0,96.0,831.0,27.0,125.0,4.0,5.0,12.0,22.0,43.0,1301.0,103.0,498.0,545.0,360.0,22.0,1158.0,5.0,8.0,62.5,6.0,1.0,787.0,5487.0,3091.0,869.0,813.0,93.6,12.0,12.0,11,3,27.3,0.52,0.14,0.0,0.0,0.0,0.08,-0.8,-0.8
Andreas Cornelius,DEN,FW,Parma,Serie A,26.0,193,91,26,17,1494,12,3,0,0,1,0,0.72,0.18,0.9,0.72,0.9,7.2,7.2,1.6,0.43,0.1,0.53,0.43,0.53,16.6,8.0,6,3.0,3.0,2.0,2.0,13.0,15.4,11.0,219.0,57.0,26.0,17.0,112.0,90.0,6.0,1.0,0.0,5.0,2,10,27.0,0.0,37.0,2.23,33.0,0.0,1.0,0.0,3.0,5.0,0.3,3.0,0.0,0.0,0.0,2.0,0.0,293.0,413.0,70.9,4529.0,801.0,12.0,31.0,38.7,246.0,318.0,77.4,35.0,64.0,54.7,3,1.6,1.4,18.0,19.0,6.0,0.0,26.0,393.0,20.0,1.0,1.0,144.0,10.0,9,0.0,0.0,0.0,0.0,194.0,114.0,105.0,226.0,60.0,42.0,0.0,18.0,1.0,13.0,4.0,18.0,648.0,28.0,71.0,322.0,292.0,89.0,629.0,18.0,31.0,58.1,20.0,1.0,384.0,2256.0,883.0,833.0,487.0,58.5,60.0,38.0,45,20,44.4,2.71,1.2,0.27,0.6,0.0,0.16,4.8,4.8
Andreas Skov Olsen,DEN,FW,Bologna,Serie A,19.0,188,75,26,7,760,1,0,0,0,2,0,0.12,0.0,0.12,0.12,0.12,1.6,1.6,0.5,0.19,0.05,0.25,0.19,0.25,8.4,13.0,7,6.0,6.0,1.0,5.0,17.0,29.4,12.0,215.0,47.0,21.9,50.0,97.0,68.0,14.0,1.0,0.0,13.0,4,17,12.0,0.0,20.0,2.37,12.0,3.0,1.0,2.0,2.0,3.0,0.36,2.0,0.0,0.0,1.0,0.0,0.0,274.0,378.0,72.5,4807.0,1166.0,6.0,23.0,26.1,225.0,271.0,83.0,43.0,84.0,51.2,0,0.5,-0.5,6.0,11.0,11.0,5.0,31.0,353.0,25.0,4.0,0.0,77.0,14.0,34,18.0,8.0,3.0,2.0,244.0,52.0,82.0,231.0,120.0,19.0,3.0,2.0,1.0,6.0,5.0,14.0,515.0,6.0,79.0,195.0,277.0,41.0,492.0,16.0,39.0,41.0,17.0,1.0,367.0,2668.0,1622.0,450.0,370.0,82.2,21.0,17.0,20,7,35.0,2.37,0.83,0.05,0.14,1.0,0.08,-0.6,-0.6
Andrew Robertson,SCO,DF,Liverpool,Premier League,25.0,178,64,36,34,3111,2,12,0,0,2,0,0.06,0.35,0.41,0.06,0.41,1.6,1.6,7.6,0.05,0.22,0.27,0.05,0.27,34.6,60.0,32,19.0,25.0,16.0,30.0,68.0,44.1,38.0,390.0,134.0,34.4,136.0,144.0,110.0,59.0,7.0,0.0,52.0,30,90,82.0,0.0,108.0,3.12,89.0,13.0,5.0,1.0,0.0,20.0,0.58,16.0,1.0,3.0,0.0,0.0,0.0,2370.0,2928.0,80.9,43609.0,14607.0,24.0,77.0,31.2,1905.0,2157.0,88.3,441.0,694.0,63.5,12,7.6,4.4,61.0,176.0,62.0,27.0,337.0,2536.0,392.0,49.0,5.0,319.0,85.0,130,43.0,7.0,26.0,1.0,1834.0,521.0,573.0,2332.0,186.0,93.0,300.0,2.0,4.0,44.0,36.0,82.0,3265.0,100.0,684.0,1619.0,1217.0,95.0,2879.0,24.0,48.0,50.0,30.0,0.0,2164.0,11406.0,7060.0,2438.0,2276.0,93.4,39.0,20.0,20,6,30.0,0.58,0.17,0.1,0.33,0.0,0.08,0.4,0.4
André Hoffmann,GER,DF,Düsseldorf,Bundesliga,26.0,190,84,29,27,2428,2,1,0,0,7,0,0.07,0.04,0.11,0.07,0.11,1.2,1.2,0.5,0.04,0.02,0.06,0.04,0.06,27.0,40.0,22,26.0,14.0,0.0,12.0,41.0,29.3,29.0,225.0,85.0,37.8,155.0,66.0,4.0,29.0,10.0,0.0,19.0,39,79,133.0,2.0,8.0,0.3,7.0,1.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,1215.0,1335.0,91.0,28881.0,7586.0,8.0,15.0,53.3,698.0,734.0,95.1,509.0,586.0,86.9,1,0.5,0.5,3.0,36.0,1.0,0.0,50.0,1279.0,56.0,50.0,2.0,160.0,51.0,2,0.0,0.0,0.0,0.0,1057.0,110.0,168.0,286.0,945.0,72.0,6.0,1.0,1.0,16.0,6.0,8.0,1596.0,199.0,1023.0,611.0,36.0,19.0,1540.0,4.0,4.0,100.0,4.0,0.0,977.0,4815.0,2096.0,1033.0,1021.0,98.8,3.0,3.0,13,4,30.8,0.48,0.15,0.15,0.5,0.0,0.09,0.8,0.8
Andrés Guardado,MEX,MF,Betis,La Liga,32.0,169,67,28,25,2046,0,3,0,0,9,0,0.0,0.13,0.13,0.0,0.13,1.0,1.0,2.3,0.04,0.1,0.15,0.04,0.15,22.7,31.0,18,19.0,10.0,2.0,14.0,44.0,31.8,30.0,367.0,86.0,23.4,112.0,184.0,71.0,31.0,5.0,0.0,26.0,18,49,22.0,0.0,55.0,2.42,46.0,4.0,3.0,1.0,1.0,5.0,0.22,4.0,0.0,1.0,0.0,0.0,0.0,876.0,1041.0,84.1,17717.0,3767.0,13.0,34.0,38.2,638.0,708.0,90.1,225.0,299.0,75.3,3,2.3,0.7,28.0,88.0,15.0,4.0,83.0,1004.0,37.0,17.0,0.0,191.0,37.0,9,2.0,1.0,1.0,0.0,683.0,169.0,189.0,860.0,113.0,38.0,17.0,3.0,6.0,24.0,17.0,16.0,1227.0,45.0,240.0,785.0,277.0,23.0,1194.0,18.0,23.0,78.3,18.0,1.0,889.0,4780.0,2165.0,939.0,868.0,92.4,28.0,20.0,12,4,33.3,0.53,0.18,0.0,0.0,0.0,0.08,-1.0,-1.0
Angelo Ogbonna,ITA,DF,West Ham,Premier League,31.0,191,86,31,31,2786,2,0,0,0,4,0,0.06,0.0,0.06,0.06,0.06,1.4,1.4,0.1,0.05,0.0,0.05,0.05,0.05,31.0,45.0,34,29.0,12.0,4.0,14.0,36.0,38.9,22.0,313.0,117.0,37.4,224.0,73.0,16.0,78.0,34.0,0.0,44.0,23,68,171.0,0.0,9.0,0.29,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,945.0,78.7,16484.0,5263.0,4.0,15.0,26.7,494.0,562.0,87.9,246.0,368.0,66.8,0,0.1,-0.1,2.0,44.0,2.0,0.0,40.0,925.0,20.0,20.0,0.0,172.0,24.0,2,0.0,0.0,0.0,0.0,577.0,118.0,250.0,568.0,238.0,74.0,0.0,5.0,5.0,22.0,2.0,8.0,1278.0,244.0,710.0,579.0,51.0,28.0,1259.0,2.0,3.0,66.7,2.0,0.0,634.0,4167.0,1603.0,646.0,620.0,96.0,6.0,2.0,14,4,28.6,0.45,0.13,0.14,0.5,0.0,0.1,0.6,0.6
Ante Budimir,CRO,FW,Mallorca,La Liga,28.0,190,75,35,33,2765,13,2,2,2,12,0,0.42,0.07,0.49,0.36,0.42,10.3,8.8,1.0,0.34,0.03,0.37,0.29,0.32,30.7,31.0,21,4.0,21.0,6.0,3.0,19.0,15.8,16.0,477.0,112.0,23.5,42.0,246.0,189.0,25.0,10.0,0.0,15.0,3,34,24.0,0.0,46.0,1.5,26.0,2.0,2.0,7.0,9.0,6.0,0.2,4.0,0.0,1.0,0.0,1.0,0.0,381.0,584.0,65.2,4536.0,811.0,41.0,74.0,55.4,315.0,454.0,69.4,25.0,56.0,44.6,2,1.0,1.0,12.0,28.0,8.0,1.0,29.0,552.0,32.0,0.0,0.0,251.0,3.0,7,1.0,0.0,0.0,0.0,302.0,132.0,150.0,310.0,77.0,59.0,1.0,15.0,2.0,17.0,9.0,26.0,927.0,28.0,76.0,511.0,383.0,128.0,893.0,21.0,38.0,55.3,22.0,2.0,502.0,2922.0,1459.0,1329.0,674.0,50.7,83.0,49.0,54,20,37.0,1.76,0.65,0.2,0.55,0.0,0.16,2.7,2.2
Ante Rebić,CRO,FW,Milan,Serie A,25.0,185,78,26,15,1395,11,3,0,0,5,0,0.71,0.19,0.9,0.71,0.9,6.7,6.7,3.0,0.43,0.19,0.62,0.43,0.62,15.5,20.0,12,6.0,7.0,7.0,4.0,34.0,11.8,30.0,327.0,82.0,25.1,50.0,129.0,148.0,16.0,2.0,0.0,14.0,10,30,14.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,50.0,114.0,18.0,1.0,4.0,25.0,8.0,14.0,57.1,0.0,0.0,0.0,0,0.1,-0.1,2.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,5.0,0.0,1,0.0,0.0,0.0,0.0,10.0,6.0,2.0,2.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,649.0,17.0,59.0,219.0,415.0,123.0,631.0,33.0,56.0,58.9,36.0,2.0,481.0,3204.0,1984.0,647.0,484.0,74.8,49.0,28.0,42,20,47.6,2.71,1.29,0.26,0.55,0.0,0.17,4.3,4.3
